,LC,precision,recall,f1-score,support
accuracy,LC0,0.6565630622147605,0.6565630622147605,0.6565630622147605,0.6565630622147605
case,LC0,0.7156294634032501,0.6556783042394014,0.6841234414028767,400.8
control,LC0,0.5929671079065891,0.6577006321654345,0.6234137614748093,305.6
macro avg,LC0,0.6542982856549197,0.656689468202418,0.6537686014388431,706.4
weighted avg,LC0,0.6625617067223788,0.6565630622147605,0.6578633232947441,706.4
accuracy,LC10,0.6475099270347917,0.6475099270347917,0.6475099270347917,0.6475099270347917
case,LC10,0.7066958734503989,0.6486957605985038,0.6760766714083213,400.8
control,LC10,0.5838151210582473,0.645983070823958,0.6129085143607359,305.6
macro avg,LC10,0.6452554972543231,0.6473394157112309,0.6444925928845285,706.4
weighted avg,LC10,0.6535394288467398,0.6475099270347917,0.6487449058175537,706.4
accuracy,LC11,0.669879112557148,0.669879112557148,0.669879112557148,0.669879112557148
case,LC11,0.7291736359202896,0.6651820448877805,0.6955682958505077,400.8
control,LC11,0.6065781485885788,0.676035572699025,0.6392766186758317,305.6
macro avg,LC11,0.6678758922544341,0.6706088087934028,0.6674224572631697,706.4
weighted avg,LC11,0.6761375540559517,0.669879112557148,0.6712167855359116,706.4
accuracy,LC12,0.6514711244495555,0.6514711244495555,0.6514711244495555,0.6514711244495555
case,LC12,0.705879066177044,0.6616708229426435,0.6827127638593182,400.8
control,LC12,0.5903134132741321,0.6380670738240651,0.6128805413465181,305.6
macro avg,LC12,0.648096239725588,0.6498689483833543,0.6477966526029182,706.4
weighted avg,LC12,0.6558804964896741,0.6514711244495555,0.6525065010087406,706.4
accuracy,LC13,0.7013054401352721,0.7013054401352721,0.7013054401352721,0.7013054401352721
case,LC13,0.754846790831218,0.7015985037406484,0.7272167788965934,400.8
control,LC13,0.641608427583763,0.7009171756134147,0.669916303365056,305.6
macro avg,LC13,0.6982276092074905,0.7012578396770316,0.6985665411308247,706.4
weighted avg,LC13,0.7058577230484073,0.7013054401352721,0.7024283435913204,706.4
accuracy,LC14,0.6953600378249075,0.6953600378249075,0.6953600378249075,0.6953600378249075
case,LC14,0.7514281353363387,0.6921271820448878,0.7204166169178077,400.8
control,LC14,0.6343275078434785,0.6996014143362264,0.6652096707273535,305.6
macro avg,LC14,0.6928778215899085,0.6958642981905571,0.6928131438225805,706.4
weighted avg,LC14,0.7007692825849633,0.6953600378249075,0.6965332827262384,706.4
accuracy,LC15,0.6758249155550926,0.6758249155550926,0.6758249155550926,0.6758249155550926
case,LC15,0.7332952193957897,0.6741521197007481,0.7021299373837182,400.8
control,LC15,0.6139021685634191,0.6779963570127505,0.6439883269334854,305.6
macro avg,LC15,0.6735986939796044,0.6760742383567493,0.6730591321586018,706.4
weighted avg,LC15,0.6816407084873073,0.6758249155550926,0.6769801763968892,706.4
accuracy,LC16,0.7154621330202627,0.7154621330202627,0.7154621330202627,0.7154621330202627
case,LC16,0.770897720023495,0.7095885286783042,0.7389314137734939,400.8
control,LC16,0.6549336829744842,0.7231629701060752,0.6873128916297502,305.6
macro avg,LC16,0.7129157014989896,0.7163757493921897,0.713122152701622,706.4
weighted avg,LC16,0.7207307095764991,0.7154621330202627,0.7166014015551676,706.4
accuracy,LC17,0.6486378625721738,0.6486378625721738,0.6486378625721738,0.6486378625721738
case,LC17,0.7130924335640698,0.6387206982543641,0.6731907285720069,400.8
control,LC17,0.5831528288668277,0.6616672024000858,0.6191869505508012,305.6
macro avg,LC17,0.6481226312154488,0.6501939503272249,0.6461888395614042,706.4
weighted avg,LC17,0.6568820546344953,0.6486378625721738,0.6498247225759334,706.4
accuracy,LC18,0.6996033192959118,0.6996033192959118,0.6996033192959118,0.6996033192959118
case,LC18,0.7558695319073008,0.6951072319201994,0.7241410622497652,400.8
control,LC18,0.6383986766246803,0.7054816243437265,0.6701807959744908,305.6
macro avg,LC18,0.6971341042659904,0.700294428131963,0.6971609291121279,706.4
weighted avg,LC18,0.7050471106440084,0.6996033192959118,0.7007995960697542,706.4
accuracy,LC19,0.6568511565846993,0.6568511565846993,0.6568511565846993,0.6568511565846993
case,LC19,0.7117401681926301,0.6641745635910224,0.68710724307894,400.8
control,LC19,0.5951606023970474,0.6472538304939462,0.6200830247083414,305.6
macro avg,LC19,0.6534503852948388,0.6557141970424843,0.6535951338936407,706.4
weighted avg,LC19,0.6613074643895392,0.6568511565846993,0.6581106428464529,706.4
accuracy,LC1,0.7233965484771868,0.7233965484771868,0.7233965484771868,0.7233965484771868
case,LC1,0.7807761046493014,0.7125872817955112,0.745063850912476,400.8
control,LC1,0.6619397512180615,0.7375827708132434,0.6976504545906084,305.6
macro avg,LC1,0.7213579279336815,0.7250850263043773,0.7213571527515421,706.4
weighted avg,LC1,0.7293678719034833,0.7233965484771868,0.7245511394037265,706.4
accuracy,LC20,0.6780883996938747,0.6780883996938747,0.6780883996938747,0.6780883996938747
case,LC20,0.7288192990884835,0.6896246882793017,0.7084179221497877,400.8
control,LC20,0.6198406056321443,0.6629208186006643,0.6403376394018252,305.6
macro avg,LC20,0.6743299523603139,0.676272753439983,0.6743777807758065,706.4
weighted avg,LC20,0.6816689155188831,0.6780883996938747,0.6789711225078922,706.4
accuracy,LC21,0.6851661451050002,0.6851661451050002,0.6851661451050002,0.6851661451050002
case,LC21,0.7371960134206305,0.6921059850374065,0.7138091586091091,400.8
control,LC21,0.626138857852377,0.6760441444337297,0.649976805506422,305.6
macro avg,LC21,0.6816674356365037,0.6840750647355681,0.6818929820577656,706.4
weighted avg,LC21,0.6891472427375553,0.6851661451050002,0.6861967662722586,706.4
accuracy,LC22,0.7010165443901736,0.7010165443901736,0.7010165443901736,0.7010165443901736
case,LC22,0.7519915652162128,0.7065822942643392,0.7283768980112642,400.8
control,LC22,0.6432486362283081,0.6936912032572592,0.6672853274186237,305.6
macro avg,LC22,0.6976201007222604,0.7001367487607991,0.6978311127149439,706.4
weighted avg,LC22,0.704943853153268,0.7010165443901736,0.7019513284645542,706.4
accuracy,LC23,0.5707770534236751,0.5707770534236751,0.5707770534236751,0.5707770534236751
case,LC23,0.6272102931107552,0.6007967581047382,0.6136935957847756,400.8
control,LC23,0.5035453089146431,0.5313896924890175,0.5170622725910723,305.6
macro avg,LC23,0.5653778010126991,0.5660932252968778,0.5653779341879239,706.4
weighted avg,LC23,0.5737113387791272,0.5707770534236751,0.5718930218383933,706.4
accuracy,LC24,0.6828930444643008,0.6828930444643008,0.6828930444643008,0.6828930444643008
case,LC24,0.7400158079000632,0.6801309226932668,0.708789708718443,400.8
control,LC24,0.6206766261048118,0.6865102325083038,0.6519130297428051,305.6
macro avg,LC24,0.6803462170024375,0.6833205776007854,0.680351369230624,706.4
weighted avg,LC24,0.6883871283057502,0.6828930444643008,0.6841847815114481,706.4
accuracy,LC25,0.6656238104587472,0.6656238104587472,0.6656238104587472,0.6656238104587472
case,LC25,0.7202775334363947,0.6721471321695761,0.6950632290495219,400.8
control,LC25,0.6047249589490968,0.6570320368584592,0.6294251012656009,305.6
macro avg,LC25,0.6625012461927458,0.6645895845140177,0.6622441651575613,706.4
weighted avg,LC25,0.6702844361128264,0.6656238104587472,0.6666733104618603,706.4
accuracy,LC26,0.6795012241005566,0.6795012241005566,0.6795012241005566,0.6795012241005566
case,LC26,0.7450740571079554,0.6616758104738155,0.7008322464873519,400.8
control,LC26,0.6130301176507791,0.7028822457944927,0.6548178122289932,305.6
macro avg,LC26,0.6790520873793673,0.6822790281341541,0.6778250293581726,706.4
weighted avg,LC26,0.6879508030184678,0.6795012241005566,0.6809256384143024,706.4
accuracy,LC27,0.6613721145485654,0.6613721145485654,0.6613721145485654,0.6613721145485654
case,LC27,0.7190961028180048,0.6626645885286784,0.6896096899070724,400.8
control,LC27,0.5982414304407173,0.6596871316832744,0.6273361089821863,305.6
macro avg,LC27,0.6586687666293611,0.6611758601059764,0.6584728994446294,706.4
weighted avg,LC27,0.666813973966438,0.6613721145485654,0.6626677502211065,706.4
accuracy,LC28,0.6772361372114549,0.6772361372114549,0.6772361372114549,0.6772361372114549
case,LC28,0.7353373807927253,0.6736496259351621,0.7031291791300172,400.8
control,LC28,0.6143641183353751,0.6819329261759348,0.6463728820365839,305.6
macro avg,LC28,0.6748507495640502,0.6777912760555485,0.6747510305833005,706.4
weighted avg,LC28,0.6830018295202203,0.6772361372114549,0.678576703707985,706.4
accuracy,LC29,0.6882802889758827,0.6882802889758827,0.6882802889758827,0.6882802889758827
case,LC29,0.7464240041740158,0.6826346633416459,0.7130666466190722,400.8
control,LC29,0.6256394772109435,0.6956948462445087,0.6587679072885655,305.6
macro avg,LC29,0.6860317406924796,0.6891647547930774,0.6859172769538188,706.4
weighted avg,LC29,0.6941722130231444,0.6882802889758827,0.6895747286747337,706.4
accuracy,LC2,0.7038498062675551,0.7038498062675551,0.7038498062675551,0.7038498062675551
case,LC2,0.753212197269581,0.711073566084788,0.731491054680403,400.8
control,LC2,0.6470231283851029,0.6943597985642345,0.6698015222369785,305.6
macro avg,LC2,0.7001176628273419,0.7027166823245112,0.7006462884586908,706.4
weighted avg,LC2,0.7072708437186731,0.7038498062675551,0.704805448282988,706.4
accuracy,LC30,0.6644922687331462,0.6644922687331462,0.6644922687331462,0.6644922687331462
case,LC30,0.72142445520172,0.6656720698254365,0.6923957753124974,400.8
control,LC30,0.6020279931132935,0.6629593914068359,0.6309899128141214,305.6
macro avg,LC30,0.6617262241575068,0.6643157306161361,0.6616928440633094,706.4
weighted avg,LC30,0.6697744063042661,0.6644922687331462,0.6658289179050516,706.4
accuracy,LC31,0.7061160952193964,0.7061160952193964,0.7061160952193964,0.7061160952193964
case,LC31,0.7643225546208853,0.6971034912718205,0.7291474350414744,400.8
control,LC31,0.6437183312321089,0.7179513554055502,0.6787892417753566,305.6
macro avg,LC31,0.7040204429264971,0.7075274233386853,0.7039683384084154,706.4
weighted avg,LC31,0.7121494486483716,0.7061160952193964,0.707359568393465,706.4
accuracy,LC32,0.6851673471677399,0.6851673471677399,0.6851673471677399,0.6851673471677399
case,LC32,0.7450326860606713,0.6771645885286783,0.7091808545085274,400.8
control,LC32,0.6220806927809492,0.6956905603771564,0.6565125784884067,305.6
macro avg,LC32,0.6835566894208103,0.6864275744529174,0.6828467164984671,706.4
weighted avg,LC32,0.6918469318304314,0.6851673471677399,0.6863924824890736,706.4
accuracy,LC33,0.6588377656057796,0.6588377656057796,0.6588377656057796,0.6588377656057796
case,LC33,0.7137461113754544,0.6661546134663341,0.6889986377467171,400.8
control,LC33,0.5972393991793099,0.6492381870781099,0.6220047405919946,305.6
macro avg,LC33,0.6554927552773822,0.657696400272222,0.6555016891693558,706.4
weighted avg,LC33,0.6633424996552768,0.6588377656057796,0.6600162603877419,706.4
accuracy,LC34,0.6891229349563851,0.6891229349563851,0.6891229349563851,0.6891229349563851
case,LC34,0.7463989502813861,0.6851321695760598,0.7143617159455624,400.8
control,LC34,0.6270552986918132,0.694355512696882,0.6588863405619829,305.6
macro avg,LC34,0.6867271244865997,0.6897438411364709,0.6866240282537726,706.4
weighted avg,LC34,0.6947701986505306,0.6891229349563851,0.6903630951551134,706.4
accuracy,LC35,0.6761049961734337,0.6761049961734337,0.6761049961734337,0.6761049961734337
case,LC35,0.7266895621566147,0.6881172069825436,0.7067565293845826,400.8
control,LC35,0.6176368692262796,0.6603664416586307,0.6381441922853404,305.6
macro avg,LC35,0.6721632156914471,0.6742418243205872,0.6724503608349615,706.4
weighted avg,LC35,0.6795132931564398,0.6761049961734337,0.677071215549953,706.4
accuracy,LC36,0.6656310228351852,0.6656310228351852,0.6656310228351852,0.6656310228351852
case,LC36,0.7226901070247461,0.6661870324189526,0.6931312739413408,400.8
control,LC36,0.6034769093501093,0.6649244615879139,0.6325300064366058,305.6
macro avg,LC36,0.6630835081874278,0.6655557470034332,0.6628306401889733,706.4
weighted avg,LC36,0.6711208736954136,0.6656310228351852,0.6669115041403476,706.4
accuracy,LC37,0.6670394396784883,0.6670394396784883,0.6670394396784883,0.6670394396784883
case,LC37,0.7267150419545737,0.6621807980049875,0.6929463440075769,400.8
control,LC37,0.6031709785961538,0.6734083360120005,0.6363549407254638,305.6
macro avg,LC37,0.6649430102753637,0.6677945670084939,0.6646506423665203,706.4
weighted avg,LC37,0.6732688327791712,0.6670394396784883,0.6684651751693831,706.4
accuracy,LC3,0.6862944813299622,0.6862944813299622,0.6862944813299622,0.6862944813299622
case,LC3,0.7427420262746074,0.6841346633416459,0.7122113238594395,400.8
control,LC3,0.6245384607975131,0.6891203257259187,0.6552159330822833,305.6
macro avg,LC3,0.6836402435360602,0.6866274945337822,0.6837136284708614,706.4
weighted avg,LC3,0.6916052726474556,0.6862944813299622,0.6875556644956953,706.4
accuracy,LC4,0.7313077240544775,0.7313077240544775,0.7313077240544775,0.7313077240544775
case,LC4,0.787131181546536,0.7215523690773067,0.7528407240439225,400.8
control,LC4,0.6710220900981682,0.7441080038572807,0.7055965698229094,305.6
macro avg,LC4,0.729076635822352,0.7328301864672937,0.729218646933416,706.4
weighted avg,LC4,0.7369022936014487,0.7313077240544775,0.7324017636547819,706.4
accuracy,LC5,0.6851637409795208,0.6851637409795208,0.6851637409795208,0.6851637409795208
case,LC5,0.7400611718149396,0.6861147132169576,0.7120225762684166,400.8
control,LC5,0.6243437589585241,0.6839194256937748,0.6527238693070452,305.6
macro avg,LC5,0.6822024653867318,0.6850170694553662,0.6823732227877308,706.4
weighted avg,LC5,0.690000062964208,0.6851637409795208,0.6863684373412435,706.4
accuracy,LC6,0.6435455241193889,0.6435455241193889,0.6435455241193889,0.6435455241193889
case,LC6,0.6954509795330661,0.6641184538653366,0.6776314461980937,400.8
control,LC6,0.585352275334153,0.6165027322404372,0.5984592143463914,305.6
macro avg,LC6,0.6404016274336095,0.640310593052887,0.6380453302722426,706.4
weighted avg,LC6,0.6478127471610573,0.6435455241193889,0.6433895052386067,706.4
accuracy,LC7,0.6891257397694444,0.6891257397694444,0.6891257397694444,0.6891257397694444
case,LC7,0.7419463713753222,0.6936047381546134,0.7168231911586057,400.8
control,LC7,0.6297469991586839,0.6832186863816565,0.6552315258208121,305.6
macro avg,LC7,0.6858466852670031,0.6884117122681349,0.686027358489709,706.4
weighted avg,LC7,0.6934024077579342,0.6891257397694444,0.6901823000199805,706.4
accuracy,LC8,0.69904195599649,0.69904195599649,0.69904195599649,0.69904195599649
case,LC8,0.7570442461264746,0.6916209476309227,0.7228272821540197,400.8
control,LC8,0.6366752959786043,0.7087903139397835,0.6707689615083182,305.6
macro avg,LC8,0.6968597710525395,0.700205630785353,0.696798121831169,706.4
weighted avg,LC8,0.7049733281445298,0.69904195599649,0.7003040085728509,706.4
accuracy,LC9,0.7041290855107365,0.7041290855107365,0.7041290855107365,0.7041290855107365
case,LC9,0.754249434910431,0.7095910224438903,0.7311425212859876,400.8
control,LC9,0.6470589862908724,0.6969870352512589,0.6709824380935187,305.6
macro avg,LC9,0.7006542106006517,0.7032890288475746,0.7010624796897531,706.4
weighted avg,LC9,0.7078826942984492,0.7041290855107365,0.7051145300653519,706.4
