,LC,precision,recall,f1-score,support
accuracy,LC0,0.7446129558322081,0.7446129558322081,0.7446129558322081,0.7446129558322081
case,LC0,0.8107307994952582,0.7220024937655861,0.7606383934482601,400.8
control,LC0,0.684771969651512,0.7742312225436623,0.7238249165791997,305.6
macro avg,LC0,0.7477513845733851,0.7481168581546241,0.74223165501373,706.4
weighted avg,LC0,0.756231626746146,0.7446129558322081,0.7447168303892683,706.4
accuracy,LC10,0.733577218506958,0.733577218506958,0.733577218506958,0.733577218506958
case,LC10,0.7945451391294205,0.7200673316708229,0.752786468822485,400.8
control,LC10,0.6758030076950093,0.751299689274617,0.7088117586764705,305.6
macro avg,LC10,0.735174073412215,0.73568351047272,0.7307991137494777,706.4
weighted avg,LC10,0.7431755911968244,0.733577218506958,0.7337616145101521,706.4
accuracy,LC11,0.7182797680820288,0.7182797680820288,0.7182797680820288,0.7182797680820288
case,LC11,0.7761902396058581,0.7110336658354115,0.7391582824930337,400.8
control,LC11,0.6637686469777093,0.7277317047037395,0.6907181935565012,305.6
macro avg,LC11,0.7199794432917838,0.7193826852695755,0.7149382380247674,706.4
weighted avg,LC11,0.7275460407827267,0.7182797680820288,0.7182090407715653,706.4
accuracy,LC12,0.7298953003353755,0.7298953003353755,0.7298953003353755,0.7298953003353755
case,LC12,0.7897252376925155,0.7165324189526185,0.7499293405737028,400.8
control,LC12,0.6698819293307763,0.7473652630451088,0.7050650671995828,305.6
macro avg,LC12,0.7298035835116459,0.7319488409988636,0.7274972038866427,706.4
weighted avg,LC12,0.737868415225521,0.7298953003353755,0.730527054668972,706.4
accuracy,LC13,0.7247917426303536,0.7247917426303536,0.7247917426303536,0.7247917426303536
case,LC13,0.7998924314628111,0.6896483790523691,0.73802751285926,400.8
control,LC13,0.6585759326623079,0.7709932497589199,0.7080698943189425,305.6
macro avg,LC13,0.7292341820625594,0.7303208144056446,0.7230487035891013,706.4
weighted avg,LC13,0.7387791368555803,0.7247917426303536,0.7250545280765075,706.4
accuracy,LC14,0.724812177696928,0.724812177696928,0.724812177696928,0.724812177696928
case,LC14,0.7717881574808806,0.7365586034912719,0.7505684379395495,400.8
control,LC14,0.6785351282788417,0.7093689060323582,0.6895517524049511,305.6
macro avg,LC14,0.7251616428798611,0.7229637547618151,0.7200600951722503,706.4
weighted avg,LC14,0.7314393479502675,0.724812177696928,0.7241770008541495,706.4
accuracy,LC15,0.7211230471489075,0.7211230471489075,0.7211230471489075,0.7211230471489075
case,LC15,0.7878008549716092,0.6976059850374065,0.73910021052756,400.8
control,LC15,0.6557575133636011,0.7519511411121826,0.6996882570170453,305.6
macro avg,LC15,0.7217791841676051,0.7247785630747945,0.7193942337723026,706.4
weighted avg,LC15,0.7306746231746083,0.7211230471489075,0.7220520558809272,706.4
accuracy,LC16,0.7313213474321937,0.7313213474321937,0.7313213474321937,0.7313213474321937
case,LC16,0.7849198950471825,0.7310860349127182,0.7539397264736547,400.8
control,LC16,0.6800799156288322,0.7317068466730955,0.7011557972479091,305.6
macro avg,LC16,0.7324999053380074,0.7313964407929069,0.7275477618607818,706.4
weighted avg,LC16,0.7395808739933614,0.7313213474321937,0.7310959118678934,706.4
accuracy,LC17,0.7253723389336101,0.7253723389336101,0.7253723389336101,0.7253723389336101
case,LC17,0.7808993097426217,0.7185436408977556,0.7473578937193165,400.8
control,LC17,0.6678010514099177,0.7342762241508625,0.6981663057514181,305.6
macro avg,LC17,0.7243501805762698,0.7264099325243091,0.7227620997353673,706.4
weighted avg,LC17,0.7319601678391681,0.7253723389336101,0.7260825377678698,706.4
accuracy,LC18,0.7349940497894387,0.7349940497894387,0.7349940497894387,0.7349940497894387
case,LC18,0.7871220497166497,0.7349850374064838,0.7578047427223582,400.8
control,LC18,0.6828174747386155,0.7349319618557806,0.7051213836399916,305.6
macro avg,LC18,0.7349697622276326,0.7349584996311321,0.7314630631811749,706.4
weighted avg,LC18,0.7419836330441778,0.7349940497894387,0.7350216762758885,706.4
accuracy,LC19,0.7236666119060308,0.7236666119060308,0.7236666119060308,0.7236666119060308
case,LC19,0.8025987273278238,0.6821184538653366,0.7364568933837401,400.8
control,LC19,0.6521361123449676,0.7780842172934748,0.7087527270151313,305.6
macro avg,LC19,0.7273674198363957,0.7301013355794057,0.7226048101994358,706.4
weighted avg,LC19,0.7374924895588171,0.7236666119060308,0.72448071026948,706.4
accuracy,LC1,0.7423518758189053,0.7423518758189053,0.7423518758189053,0.7423518758189053
case,LC1,0.8348966934977147,0.6816658354114713,0.7496339854502378,400.8
control,LC1,0.6642904295765262,0.8220122147219543,0.7340676257320908,305.6
macro avg,LC1,0.7495935615371204,0.7518390250667129,0.7418508055911645,706.4
weighted avg,LC1,0.7611049670168021,0.7423518758189053,0.7428922259870792,706.4
accuracy,LC20,0.7228215618000489,0.7228215618000489,0.7228215618000489,0.7228215618000489
case,LC20,0.7817389663153481,0.7125561097256858,0.7441107147527802,400.8
control,LC20,0.6632040509203007,0.7363012964748741,0.6964362087204632,305.6
macro avg,LC20,0.7224715086178244,0.72442870310028,0.7202734617366218,706.4
weighted avg,LC20,0.7304611761241434,0.7228215618000489,0.7234834967374641,706.4
accuracy,LC21,0.7231032451687095,0.7231032451687095,0.7231032451687095,0.7231032451687095
case,LC21,0.7879635939362283,0.7040573566084788,0.7410901109398625,400.8
control,LC21,0.6623805220946954,0.7479931426122362,0.7001154006055288,305.6
macro avg,LC21,0.7251720580154618,0.7260252496103574,0.7206027557726957,706.4
weighted avg,LC21,0.7336176829650048,0.7231032451687095,0.7233747322569706,706.4
accuracy,LC22,0.7214131449567458,0.7214131449567458,0.7214131449567458,0.7214131449567458
case,LC22,0.7650010564861891,0.7370261845386533,0.7483113723377238,400.8
control,LC22,0.6765890238505985,0.7008850316082718,0.685336574408039,305.6
macro avg,LC22,0.7207950401683938,0.7189556080734626,0.7168239733728814,706.4
weighted avg,LC22,0.726739600979273,0.7214131449567458,0.7210724135748243,706.4
accuracy,LC23,0.7400863882422236,0.7400863882422236,0.7400863882422236,0.7400863882422236
case,LC23,0.7904747248723087,0.7415249376558604,0.7630349850618974,400.8
control,LC23,0.6897435324632151,0.7382599378549234,0.709908174795834,305.6
macro avg,LC23,0.7401091286677619,0.7398924377553918,0.7364715799288658,706.4
weighted avg,LC23,0.7469103706794,0.7400863882422236,0.7400452108979788,706.4
accuracy,LC24,0.7287673647979933,0.7287673647979933,0.7287673647979933,0.7287673647979933
case,LC24,0.7763639755906281,0.7404501246882793,0.754398395803974,400.8
control,LC24,0.6814509507335647,0.7133247615986285,0.6936395675364218,305.6
macro avg,LC24,0.7289074631620964,0.7268874431434539,0.724018981670198,706.4
weighted avg,LC24,0.7352786104004405,0.7287673647979933,0.7281272441322789,706.4
accuracy,LC25,0.7055471188559569,0.7055471188559569,0.7055471188559569,0.7055471188559569
case,LC25,0.7745646376672002,0.6821408977556109,0.7240274623721414,400.8
control,LC25,0.6392763596259472,0.7361812921890067,0.6831008655771499,305.6
macro avg,LC25,0.7069204986465737,0.7091610949723088,0.7035641639746457,706.4
weighted avg,LC25,0.7160268975666575,0.7055471188559569,0.7063306829747596,706.4
